,id_dep,nome,Ano-Mes,dataDocumento,nomeFornecedor,tipoDespesa,valorLiquido
16,178957,ABEL MESQUITA JR.,2009-11,2009-11-03,PAPELARIA ABC COM E IND LTDA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,9820.0
17,178957,ABEL MESQUITA JR.,2009-10,2009-10-22,AEROPOSTO - AUTO POSTO ITICAR LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,56.5
18,178957,ABEL MESQUITA JR.,2009-11,2009-11-05,AEROPOSTO - AUTO POSTO ITICAR LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,69.05
19,178957,ABEL MESQUITA JR.,2009-11,2009-11-26,AEROPOSTO - AUTO POSTO ITICAR LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,80.0
20,178957,ABEL MESQUITA JR.,2009-11,2009-11-19,AEROPOSTO - AUTO POSTO ITIICAR LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,89.09
21,178957,ABEL MESQUITA JR.,2009-04,2009-04-30,AUTO POSTO M. R. DA TAQUARA LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,18.97
22,178957,ABEL MESQUITA JR.,2009-07,2009-07-02,AUTO POSTO M. R. DA TAQUARA LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,20.0
23,178957,ABEL MESQUITA JR.,2009-07,2009-07-07,AUTO POSTO M. R. DA TAQUARA LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,23.47
24,178957,ABEL MESQUITA JR.,2009-04,2009-04-14,AUTO POSTO POMBAL LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,2440.2
25,178957,ABEL MESQUITA JR.,2009-09,2009-09-21,AUTO POSTO POMBAL LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,2479.0
26,178957,ABEL MESQUITA JR.,2009-10,2009-10-28,AUTO POSTO POMBAL LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,1818.0
27,178957,ABEL MESQUITA JR.,2009-06,2009-06-02,AUTO SERVIÇO ROCAR RIO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,2379.0
28,178957,ABEL MESQUITA JR.,2009-06,2009-06-22,AUTO SERVIÇO ROCAR RIO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,2101.0
29,178957,ABEL MESQUITA JR.,2009-08,2009-08-11,AUTO SERVIÇO ROCAR RIO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,2076.0
30,178957,ABEL MESQUITA JR.,2009-10,2009-10-15,DISTRIBUIDORA WAY  DE COMBUSTÍVEL LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,141.79
31,178957,ABEL MESQUITA JR.,2009-10,2009-10-13,DISTRIBUIDORA WAY DE COMBUSTÍVEL LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,88.93
32,178957,ABEL MESQUITA JR.,2009-12,2009-12-28,GASOL - COMBUSTÍVEIS AUTOMOTIVOS LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,100.0
33,178957,ABEL MESQUITA JR.,2009-05,2009-05-09,POSTO DE SERVIÇO ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,170.26
34,178957,ABEL MESQUITA JR.,2009-07,2009-07-29,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,59.48
35,178957,ABEL MESQUITA JR.,2009-08,2009-08-28,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,108.92
36,178957,ABEL MESQUITA JR.,2009-09,2009-09-26,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,123.44
37,178957,ABEL MESQUITA JR.,2009-11,2009-11-30,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,131.0
38,178957,ABEL MESQUITA JR.,2009-04,2009-04-14,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,134.77
39,178957,ABEL MESQUITA JR.,2009-11,2009-11-01,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,22.8
40,178957,ABEL MESQUITA JR.,2009-06,2009-06-09,POSTO DE SERVIÇOS ROMÂNTICO LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,20.0
41,178957,ABEL MESQUITA JR.,2009-07,2009-07-13,POSTO DE SERVIÇOS ROMÂNTICOS LTDA,COMBUSTÍVEIS E LUBRIFICANTES.,72.9
42,178957,ABEL MESQUITA JR.,2009-10,2009-10-19,POSTO DISBRAVE,COMBUSTÍVEIS E LUBRIFICANTES.,126.59
43,178957,ABEL MESQUITA JR.,2009-09,2009-09-09,POSTO MONUMENTAL,COMBUSTÍVEIS E LUBRIFICANTES.,50.0
44,178957,ABEL MESQUITA JR.,2009-12,2009-12-23,RPM COMBUSTÍVEIS,COMBUSTÍVEIS E LUBRIFICANTES.,50.0
45,178957,ABEL MESQUITA JR.,2009-12,2009-12-25,RPM COMBUSTÍVEIS ,COMBUSTÍVEIS E LUBRIFICANTES.,50.0
